locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNONLJBP_00375	CDS	3156	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MNONLJBP_00376	CDS	1392	dinB1_1	2.7.7.7	COG0389	DNA polymerase IV 1
MNONLJBP_00377	CDS	966	ansA	3.5.1.1	COG0252	putative L-asparaginase
MNONLJBP_00378	CDS	507	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MNONLJBP_00379	CDS	885		5.4.99.-	COG0564	putative RNA pseudouridine synthase
MNONLJBP_00380	CDS	594	lprI		COG4461	Lipoprotein LprI
MNONLJBP_00381	CDS	411	glbN		COG2346	Group 1 truncated hemoglobin GlbN
MNONLJBP_00382	CDS	1026		1.-.-.-		putative oxidoreductase
MNONLJBP_00383	CDS	804		1.-.-.-		putative oxidoreductase
MNONLJBP_00384	CDS	228				hypothetical protein
MNONLJBP_00385	CDS	432				putative protein
MNONLJBP_00386	CDS	3555	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MNONLJBP_00387	CDS	2283				putative PPE family protein PPE40
MNONLJBP_00388	CDS	432		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MNONLJBP_00389	CDS	1389		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
MNONLJBP_00390	CDS	1866	plsB1		COG2937	Putative acyltransferase plsB1
MNONLJBP_00391	CDS	234				hypothetical protein
MNONLJBP_00392	CDS	1752	frdA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MNONLJBP_00393	CDS	741	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MNONLJBP_00394	CDS	381	frdC		COG3029	Fumarate reductase subunit C
MNONLJBP_00395	CDS	378	frdD			Fumarate reductase subunit D
MNONLJBP_00396	CDS	609				putative HTH-type transcriptional regulator
MNONLJBP_00397	CDS	1179	mmpL2_1		COG2409	putative transport protein MmpL2
MNONLJBP_00398	CDS	447		1.1.98.-		F420H(2)-dependent quinone reductase
MNONLJBP_00399	CDS	1290	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MNONLJBP_00400	CDS	204			COG5450	Antitoxin VapB11
MNONLJBP_00401	CDS	405		3.1.-.-	COG1487	Ribonuclease VapC11
MNONLJBP_00402	CDS	1743	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
MNONLJBP_00403	CDS	2298	treY	5.4.99.15	COG3280	Putative maltooligosyl trehalose synthase
MNONLJBP_00404	CDS	2166	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
MNONLJBP_00405	CDS	2190				hypothetical protein
MNONLJBP_00406	CDS	693				hypothetical protein
MNONLJBP_00407	CDS	450				hypothetical protein
MNONLJBP_00408	CDS	1380	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MNONLJBP_00409	CDS	1161	bioF1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 1
MNONLJBP_00410	CDS	681	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
MNONLJBP_00411	CDS	510				hypothetical protein
MNONLJBP_00412	CDS	303	whiB4			Transcriptional regulator WhiB4
MNONLJBP_00413	CDS	2433	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
MNONLJBP_00414	CDS	960				hypothetical protein
MNONLJBP_00415	CDS	1107	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
MNONLJBP_00416	tRNA	76				tRNA-Pro(cgg)
MNONLJBP_00417	CDS	1431		1.14.-.-		Putative cytochrome P450 137
MNONLJBP_00418	CDS	333				hypothetical protein
MNONLJBP_00419	CDS	369	rsfB		COG1366	Anti-sigma-F factor antagonist RsfB
MNONLJBP_00420	CDS	420	yqeY		COG1610	putative protein YqeY
MNONLJBP_00421	CDS	1233				hypothetical protein
MNONLJBP_00422	CDS	654				hypothetical protein
MNONLJBP_00423	CDS	1002				putative membrane protein
MNONLJBP_00424	CDS	1077				hypothetical protein
MNONLJBP_00425	CDS	1323				hypothetical protein
MNONLJBP_00426	CDS	993				hypothetical protein
MNONLJBP_00427	CDS	933				hypothetical protein
MNONLJBP_00428	CDS	1554	glpK	2.7.1.30	COG0554	Glycerol kinase
MNONLJBP_00429	CDS	438		3.1.-.-		Ribonuclease VapC48
MNONLJBP_00430	CDS	225				hypothetical protein
MNONLJBP_00431	CDS	1539				hypothetical protein
MNONLJBP_00432	CDS	702				putative protein
MNONLJBP_00433	CDS	1173	egtE	4.4.-.-		putative hercynylcysteine sulfoxide lyase
MNONLJBP_00434	CDS	966	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
MNONLJBP_00435	CDS	702	egtC_1	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
MNONLJBP_00436	CDS	1278	egtB	1.14.99.50		Hercynine oxygenase
MNONLJBP_00437	CDS	1299	egtA	6.3.2.2	COG3572	Glutamate--cysteine ligase EgtA
MNONLJBP_00438	CDS	645				hypothetical protein
MNONLJBP_00439	CDS	312				hypothetical protein
MNONLJBP_00440	CDS	1149				hypothetical protein
MNONLJBP_00441	CDS	1038	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MNONLJBP_00442	CDS	1266	ask_1	2.7.2.4	COG0527	Aspartokinase
MNONLJBP_00443	CDS	1935	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MNONLJBP_00444	CDS	990		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
MNONLJBP_00445	CDS	1242	murT_1	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
MNONLJBP_00446	CDS	708	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
MNONLJBP_00447	CDS	855				hypothetical protein
MNONLJBP_00448	CDS	612	recR		COG0353	Recombination protein RecR
MNONLJBP_00449	CDS	384			COG0718	Nucleoid-associated protein
MNONLJBP_00450	CDS	726		3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase
MNONLJBP_00451	CDS	444				hypothetical protein
MNONLJBP_00452	CDS	1413				hypothetical protein
MNONLJBP_00453	CDS	1284		2.1.1.-	COG2230	putative fatty acid methyltransferase
MNONLJBP_00454	CDS	1737	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
MNONLJBP_00455	CDS	1308			COG1167	Putative aminotransferase/MSMEI_6121
MNONLJBP_00456	tRNA	89				tRNA-Ser(gga)
MNONLJBP_00457	CDS	765	lucA			Lipid uptake coordinator A
MNONLJBP_00458	CDS	564		3.1.1.74		putative cutinase
MNONLJBP_00459	CDS	879				hypothetical protein
MNONLJBP_00460	CDS	234				hypothetical protein
MNONLJBP_00461	CDS	147				hypothetical protein
MNONLJBP_00462	CDS	1194	tdh	1.1.1.103		L-threonine 3-dehydrogenase
MNONLJBP_00463	CDS	1809				hypothetical protein
MNONLJBP_00464	CDS	3216	mdtD_1			Putative multidrug resistance protein MdtD
MNONLJBP_00465	CDS	2367	moaA_1			GTP 3',8-cyclase
MNONLJBP_00466	CDS	1041	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
MNONLJBP_00467	CDS	1077	ligC	6.5.1.1	COG1793	DNA ligase C
MNONLJBP_00468	CDS	1059				hypothetical protein
MNONLJBP_00469	CDS	501				hypothetical protein
MNONLJBP_00470	CDS	1353	tgs2	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
MNONLJBP_00471	CDS	489				hypothetical protein
MNONLJBP_00472	CDS	1062	virS_1			HTH-type transcriptional regulator VirS
MNONLJBP_00473	CDS	1590				hypothetical protein
MNONLJBP_00474	CDS	948				putative PPE family protein PPE47/PPE48
MNONLJBP_00475	CDS	234	PPE4_1		COG5651	PPE family protein PPE4
MNONLJBP_00476	CDS	1356		2.3.1.20		Putative diacyglycerol O-acyltransferase
MNONLJBP_00477	CDS	675	ethA_1	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
MNONLJBP_00478	CDS	480				hypothetical protein
MNONLJBP_00479	CDS	1983	ctpJ	3.6.3.-	COG2217	putative cation-transporting P-type ATPase J
MNONLJBP_00480	CDS	363	nmtR			HTH-type transcriptional regulator NmtR
MNONLJBP_00481	CDS	213				hypothetical protein
MNONLJBP_00482	CDS	336				PE family immunomodulator PE35
MNONLJBP_00483	CDS	384				hypothetical protein
MNONLJBP_00484	CDS	360				hypothetical protein
MNONLJBP_00485	CDS	291		3.1.-.-		Putative ribonuclease VapC50
MNONLJBP_00486	CDS	309				hypothetical protein
MNONLJBP_00487	CDS	393				hypothetical protein
MNONLJBP_00488	CDS	258				hypothetical protein
MNONLJBP_00489	tRNA	90				tRNA-Ser(cga)
MNONLJBP_00490	CDS	459	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MNONLJBP_00491	CDS	522				hypothetical protein
MNONLJBP_00492	CDS	945	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
MNONLJBP_00493	CDS	522				hypothetical protein
MNONLJBP_00494	CDS	720				hypothetical protein
MNONLJBP_00495	CDS	690	opuBB		COG1174	Choline transport system permease protein OpuBB
MNONLJBP_00496	CDS	1131	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
MNONLJBP_00497	CDS	1032	yehZ		COG1732	Glycine betaine-binding protein YehZ
MNONLJBP_00498	CDS	354			COG5416	putative membrane protein
MNONLJBP_00499	CDS	1056				hypothetical protein
MNONLJBP_00500	CDS	1875	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
MNONLJBP_00501	CDS	480	lpqH			Lipoprotein LpqH
MNONLJBP_00502	CDS	1521	tcrY_1	2.7.13.3		putative sensor histidine kinase TcrY
MNONLJBP_00503	CDS	705	tcrX_1		COG0745	putative transcriptional regulatory protein TcrX
MNONLJBP_00504	CDS	825				putative protein
MNONLJBP_00505	CDS	945		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
MNONLJBP_00506	CDS	360				hypothetical protein
MNONLJBP_00507	CDS	162				hypothetical protein
MNONLJBP_00508	CDS	273				hypothetical protein
MNONLJBP_00509	CDS	576				hypothetical protein
MNONLJBP_00510	CDS	183				hypothetical protein
MNONLJBP_00511	CDS	192				hypothetical protein
MNONLJBP_00512	CDS	327				hypothetical protein
MNONLJBP_00513	tRNA	74				tRNA-Arg(acg)
MNONLJBP_00514	tRNA	90				tRNA-Ser(gct)
MNONLJBP_00515	CDS	1062	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
MNONLJBP_00516	CDS	498				hypothetical protein
MNONLJBP_00517	CDS	885	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MNONLJBP_00518	CDS	1248	yfeW_1	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
MNONLJBP_00519	tRNA	88				tRNA-Ser(tga)
MNONLJBP_00520	CDS	978		1.3.1.103		2-haloacrylate reductase
MNONLJBP_00521	CDS	1197			COG0520	putative protein
MNONLJBP_00522	CDS	2001				hypothetical protein
MNONLJBP_00523	CDS	525	bpa			Bacterial proteasome activator
MNONLJBP_00524	CDS	822	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
MNONLJBP_00525	CDS	915	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
MNONLJBP_00526	CDS	843				hypothetical protein
MNONLJBP_00527	CDS	981	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MNONLJBP_00528	CDS	1074				hypothetical protein
MNONLJBP_00529	CDS	1224			COG0739	putative protein
MNONLJBP_00530	CDS	927		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
MNONLJBP_00531	CDS	486			COG0782	putative protein
MNONLJBP_00532	CDS	429			COG2246	Arabinogalactan biosynthesis recruiting protein
MNONLJBP_00533	CDS	1386	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
MNONLJBP_00534	CDS	765	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
MNONLJBP_00535	CDS	1893	aftA	2.4.2.46		Galactan 5-O-arabinofuranosyltransferase
MNONLJBP_00536	CDS	3285	embC	2.4.2.-		putative arabinosyltransferase C
MNONLJBP_00537	CDS	3285	embA	2.4.2.-		putative arabinosyltransferase A
MNONLJBP_00538	CDS	3297	embB	2.4.2.-		putative arabinosyltransferase B
MNONLJBP_00539	CDS	1128	rbn_1	3.1.26.11		Ribonuclease BN
MNONLJBP_00540	CDS	1782	caiA_3	1.3.8.13		Crotonobetainyl-CoA reductase
MNONLJBP_00541	CDS	1200	pknL	2.7.11.1	COG0515	Serine/threonine-protein kinase PknL
MNONLJBP_00542	CDS	465				DNA-binding protein
MNONLJBP_00543	CDS	1551	mptA	2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase A
MNONLJBP_00544	CDS	1023	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
MNONLJBP_00545	CDS	906				hypothetical protein
MNONLJBP_00546	CDS	684	lppM			Protein LppM
MNONLJBP_00547	CDS	621				hypothetical protein
MNONLJBP_00548	CDS	405				hypothetical protein
MNONLJBP_00549	CDS	432	mraZ_1		COG2001	Transcriptional regulator MraZ
MNONLJBP_00550	CDS	1035	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
MNONLJBP_00551	CDS	1155				hypothetical protein
MNONLJBP_00552	CDS	1821	pbpB_1		COG0768	Penicillin-binding protein PbpB
MNONLJBP_00553	CDS	1599				hypothetical protein
MNONLJBP_00554	CDS	867			COG2141	putative protein
MNONLJBP_00555	CDS	258				hypothetical protein
MNONLJBP_00556	CDS	1035				hypothetical protein
MNONLJBP_00557	CDS	1554	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MNONLJBP_00558	CDS	1533	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MNONLJBP_00559	CDS	1080	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MNONLJBP_00560	CDS	1470	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MNONLJBP_00561	CDS	1575	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MNONLJBP_00562	CDS	1233	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MNONLJBP_00563	CDS	1485	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MNONLJBP_00564	CDS	945	ftsQ		COG1589	Cell division protein FtsQ
MNONLJBP_00565	CDS	1140	ftsZ		COG0206	Cell division protein FtsZ
MNONLJBP_00566	CDS	804		1.10.3.-	COG1496	Polyphenol oxidase
MNONLJBP_00567	CDS	786			COG0325	Pyridoxal phosphate homeostasis protein
MNONLJBP_00568	CDS	657	sepF_1		COG1799	Cell division protein SepF
MNONLJBP_00569	CDS	288				hypothetical protein
MNONLJBP_00570	CDS	783			COG3599	Cell wall synthesis protein Wag31
MNONLJBP_00571	CDS	357				hypothetical protein
MNONLJBP_00572	CDS	1059	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
MNONLJBP_00573	CDS	216	parD2			Antitoxin ParD2
MNONLJBP_00574	CDS	318	parE2			Toxin ParE2
MNONLJBP_00575	tRNA	87				tRNA-Leu(gag)
MNONLJBP_00576	CDS	1347	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MNONLJBP_00577	CDS	531				hypothetical protein
MNONLJBP_00578	CDS	1119	pyrD_1	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
MNONLJBP_00579	CDS	282				hypothetical protein
MNONLJBP_00580	CDS	1026				hypothetical protein
MNONLJBP_00581	CDS	336				hypothetical protein
MNONLJBP_00582	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MNONLJBP_00583	CDS	711	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
MNONLJBP_00584	CDS	588				hypothetical protein
MNONLJBP_00585	CDS	837				hypothetical protein
MNONLJBP_00586	CDS	159				hypothetical protein
MNONLJBP_00587	CDS	246				hypothetical protein
MNONLJBP_00588	CDS	804	cysQ	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
MNONLJBP_00589	CDS	1245	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
MNONLJBP_00590	CDS	882	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MNONLJBP_00591	CDS	204				hypothetical protein
MNONLJBP_00592	CDS	1470	ansP1		COG1113	L-asparagine permease 1
MNONLJBP_00593	CDS	1125				hypothetical protein
MNONLJBP_00594	CDS	879				hypothetical protein
MNONLJBP_00595	CDS	3579	metH	2.1.1.13	COG0646	Methionine synthase
MNONLJBP_00596	CDS	1422				putative PPE family protein PPE37
MNONLJBP_00597	CDS	282	hisE_1	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
MNONLJBP_00598	CDS	855	hisG_1	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MNONLJBP_00599	CDS	483				hypothetical protein
MNONLJBP_00600	CDS	837				hypothetical protein
MNONLJBP_00601	CDS	843	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
MNONLJBP_00602	CDS	294				hypothetical protein
MNONLJBP_00603	CDS	570	lppK			Putative lipoprotein LppK
MNONLJBP_00604	CDS	1830	mpa_1		COG0464	Proteasome-associated ATPase
MNONLJBP_00605	CDS	642				hypothetical protein
MNONLJBP_00606	CDS	1194				hypothetical protein
MNONLJBP_00607	CDS	1665	dop_1	3.4.-.-		Pup deamidase/depupylase
MNONLJBP_00608	CDS	195	pup			Prokaryotic ubiquitin-like protein Pup
MNONLJBP_00609	CDS	876	prcB	3.4.25.1	COG0638	Proteasome subunit beta
MNONLJBP_00610	CDS	747	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
MNONLJBP_00611	CDS	732				putative PPE family protein PPE36
MNONLJBP_00612	CDS	297	lipY_1	3.1.1.3		Triacylglycerol lipase
MNONLJBP_00613	CDS	255				hypothetical protein
MNONLJBP_00614	CDS	435		3.1.-.-		Ribonuclease VapC37
MNONLJBP_00615	CDS	1953				hypothetical protein
MNONLJBP_00616	CDS	1653				hypothetical protein
MNONLJBP_00617	CDS	1476				hypothetical protein
MNONLJBP_00618	CDS	1344	pafA_1	6.3.1.19		Pup--protein ligase
MNONLJBP_00619	CDS	999	pafB		COG2378	Protein PafB
MNONLJBP_00620	CDS	951	pafC		COG2378	Protein PafC
MNONLJBP_00621	CDS	252	tatA			Sec-independent protein translocase protein TatA
MNONLJBP_00622	CDS	855	tatC		COG0805	Sec-independent protein translocase protein TatC
MNONLJBP_00623	CDS	2721	helY_1	3.6.4.-	COG4581	putative helicase HelY
MNONLJBP_00624	CDS	735				putative protein
MNONLJBP_00625	CDS	1050		3.1.11.-	COG0258	5'-3' exonuclease
MNONLJBP_00626	CDS	1128	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
MNONLJBP_00627	CDS	1770	pknJ	2.7.11.1		Serine/threonine-protein kinase PknJ
MNONLJBP_00628	CDS	231				hypothetical protein
MNONLJBP_00629	CDS	606				hypothetical protein
MNONLJBP_00630	CDS	1143				putative protein
MNONLJBP_00631	CDS	945				hypothetical protein
MNONLJBP_00632	CDS	771				putative protein
MNONLJBP_00633	CDS	1302				putative protein
MNONLJBP_00634	CDS	444				hypothetical protein
MNONLJBP_00635	CDS	267				hypothetical protein
MNONLJBP_00636	CDS	573	lppJ			Putative lipoprotein LppJ
MNONLJBP_00637	CDS	1971				hypothetical protein
MNONLJBP_00638	CDS	315				hypothetical protein
MNONLJBP_00639	CDS	150				hypothetical protein
MNONLJBP_00640	CDS	972				hypothetical protein
MNONLJBP_00641	CDS	252				hypothetical protein
MNONLJBP_00642	CDS	1464				hypothetical protein
MNONLJBP_00643	CDS	408		1.3.98.-		F420H(2)-dependent biliverdin reductase
MNONLJBP_00644	CDS	750		1.-.-.-	COG1028	putative oxidoreductase
MNONLJBP_00645	CDS	1173	cobL	2.1.1.132	COG2241	Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
MNONLJBP_00646	CDS	756	cobM	2.1.1.133	COG2875	Precorrin-4 C(11)-methyltransferase
MNONLJBP_00647	CDS	735	cobK	1.3.1.54	COG2099	Precorrin-6A reductase
MNONLJBP_00648	CDS	564	sigC		COG1595	ECF RNA polymerase sigma factor SigC
MNONLJBP_00649	CDS	924	blaC	3.5.2.6	COG2367	Beta-lactamase
MNONLJBP_00650	CDS	1224				putative protein
MNONLJBP_00651	CDS	1527	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
MNONLJBP_00652	CDS	627	cobH	5.4.99.61	COG2082	Precorrin-8X methylmutase
MNONLJBP_00653	CDS	1053				hypothetical protein
MNONLJBP_00654	CDS	312	rplU_1		COG0261	50S ribosomal protein L21
MNONLJBP_00655	CDS	261	rpmA		COG0211	50S ribosomal protein L27
MNONLJBP_00656	CDS	1455	obg	3.6.5.-	COG0536	GTPase Obg
MNONLJBP_00657	CDS	1131	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase
MNONLJBP_00658	CDS	2217	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MNONLJBP_00659	CDS	438				hypothetical protein
MNONLJBP_00660	CDS	915	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
MNONLJBP_00661	CDS	2193				hypothetical protein
MNONLJBP_00662	CDS	1446				hypothetical protein
MNONLJBP_00663	CDS	291				hypothetical protein
MNONLJBP_00664	CDS	300				PE-PGRS family protein PE25
MNONLJBP_00665	CDS	585				PPE family protein PPE41
MNONLJBP_00666	CDS	534	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
MNONLJBP_00667	CDS	588	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MNONLJBP_00668	CDS	195				hypothetical protein
MNONLJBP_00669	CDS	234				hypothetical protein
MNONLJBP_00670	CDS	1248	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MNONLJBP_00671	CDS	876				hypothetical protein
MNONLJBP_00672	CDS	1443				hypothetical protein
MNONLJBP_00673	CDS	561				IS110 family transposase ISArsp3
MNONLJBP_00674	CDS	468				hypothetical protein
MNONLJBP_00675	CDS	1047				hypothetical protein
MNONLJBP_00676	CDS	273				hypothetical protein
MNONLJBP_00677	CDS	204				hypothetical protein
MNONLJBP_00678	CDS	636	nadD_1	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
MNONLJBP_00679	CDS	381	rsfS_1		COG0799	Ribosomal silencing factor RsfS
MNONLJBP_00680	CDS	672	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
MNONLJBP_00681	CDS	744	octT	2.3.1.273		Diglucosylglycerate octanoyltransferase
MNONLJBP_00682	CDS	843			COG1307	DegV domain-containing protein
MNONLJBP_00683	CDS	1227	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
MNONLJBP_00684	CDS	894				hypothetical protein
MNONLJBP_00685	CDS	1545				hypothetical protein
MNONLJBP_00686	CDS	969				hypothetical protein
MNONLJBP_00687	CDS	261	rpsT		COG0268	30S ribosomal protein S20
MNONLJBP_00688	CDS	1656			COG2308	putative protein
MNONLJBP_00689	CDS	978			COG2307	putative protein
MNONLJBP_00690	CDS	840			COG1305	putative protein
MNONLJBP_00691	CDS	843	rbn_2	3.1.26.11		Ribonuclease BN
MNONLJBP_00692	CDS	429				hypothetical protein
MNONLJBP_00693	CDS	546				hypothetical protein
MNONLJBP_00694	CDS	1962	lepA	3.6.5.-	COG0481	Elongation factor 4
MNONLJBP_00695	CDS	756				hypothetical protein
MNONLJBP_00696	CDS	2043		3.2.1.28	COG3387	Trehalase
MNONLJBP_00697	CDS	195				hypothetical protein
MNONLJBP_00698	CDS	1071	sbpA		COG1613	Sulfate-binding protein
MNONLJBP_00699	CDS	852				hypothetical protein
MNONLJBP_00700	CDS	819	cysW_1		COG4208	Sulfate transport system permease protein CysW
MNONLJBP_00701	CDS	1056	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MNONLJBP_00702	CDS	1086				hypothetical protein
MNONLJBP_00703	CDS	2004				hypothetical protein
MNONLJBP_00704	CDS	1932	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MNONLJBP_00705	CDS	846	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
MNONLJBP_00706	CDS	765	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
MNONLJBP_00707	CDS	1668	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
MNONLJBP_00708	CDS	567				putative protein
MNONLJBP_00709	CDS	465	rpfD	3.-.-.-		Resuscitation-promoting factor RpfD
MNONLJBP_00710	CDS	1173	hemW		COG0635	Heme chaperone HemW
MNONLJBP_00711	CDS	1254				hypothetical protein
MNONLJBP_00712	CDS	210				putative proteinA/RVBD_2386A
MNONLJBP_00713	CDS	1353	mbtI	5.4.99.5	COG0147	Salicylate synthase
MNONLJBP_00714	CDS	984	aes_3	3.1.1.-		Acetyl esterase
MNONLJBP_00715	CDS	1698	mbtA	6.2.1.-	COG1021	Salicyl-AMP ligase / salicyl-S-ArCP synthetase
MNONLJBP_00716	CDS	4245	mbtB	6.3.2.-	COG1020	Phenyloxazoline synthase MbtB
MNONLJBP_00717	CDS	1335				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
MNONLJBP_00718	CDS	3015	eryA	2.3.1.94	COG3321	6-deoxyerythronolide-B synthase EryA3, modules 5 and 6
MNONLJBP_00719	CDS	5196	dhbF		COG1020	Dimodular nonribosomal peptide synthase
